ProviderNumber(String),HospitalName(String),City(String),State(String),ZIPCode(String),CountyName(String),PhoneNumber(String),HospitalType(String),HospitalOwner(String),EmergencyService(String),Condition(String),MeasureCode(String),MeasureName(String),Sample(String),StateAvg(String)
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,9285374375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,111 patients,AZ_PN-5C
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,9285374375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),77 patients,AZ_PN-6
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,9285374375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,68 patients,AZ_PN-7
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,9285374375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,31 patients,AZ_SCIP-CARD-2
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,9285374375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,198 patients,AZ_SCIP-INF-1
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,9285374375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,201 patients,AZ_SCIP-INF-2
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,9285374375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),196 patients,AZ_SCIP-INF-3
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,9285374375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,AZ_SCIP-INF-4
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,9285374375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream - not a razor),319 patients,AZ_SCIP-INF-6
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,9285374375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,136 patients,AZ_SCIP-VTE-1
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,SHOW LOW,AZ,85901,NAVAJO,9285374375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,136 patients,AZ_SCIP-VTE-2
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Children&#8217;s Asthma Care,CAC-1,Children Who Received Reliever Medication While Hospitalized for Asthma,81 patients,AZ_CAC-1
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Children&#8217;s Asthma Care,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,80 patients,AZ_CAC-2
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Children&#8217;s Asthma Care,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,81 patients,AZ_CAC-3
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,190 patients,AZ_AMI-1
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,247 patients,AZ_AMI-2
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),58 patients,AZ_AMI-3
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,66 patients,AZ_AMI-4
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,240 patients,AZ_AMI-5
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,AZ_AMI-7A
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,20 patients,AZ_AMI-8A
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,240 patients,AZ_HF-1
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,257 patients,AZ_HF-2
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),142 patients,AZ_HF-3
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,51 patients,AZ_HF-4
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,58 patients,AZ_PN-2
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,87 patients,AZ_PN-3B
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,31 patients,AZ_PN-4
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,81 patients,AZ_PN-5C
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),46 patients,AZ_PN-6
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,50 patients,AZ_PN-7
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,80 patients,AZ_SCIP-CARD-2
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,378 patients,AZ_SCIP-INF-1
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,390 patients,AZ_SCIP-INF-2
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),353 patients,AZ_SCIP-INF-3
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,136 patients,AZ_SCIP-INF-4
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream - not a razor),537 patients,AZ_SCIP-INF-6
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,177 patients,AZ_SCIP-VTE-1
30064,UNIVERSITY MEDICAL CENTER,TUCSON,AZ,85724,PIMA,5206940111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,176 patients,AZ_SCIP-VTE-2
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Children&#8217;s Asthma Care,CAC-1,Children Who Received Reliever Medication While Hospitalized for Asthma,335 patients,AZ_CAC-1
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Children&#8217;s Asthma Care,CAC-2,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,335 patients,AZ_CAC-2
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Children&#8217;s Asthma Care,CAC-3,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,334 patients,AZ_CAC-3
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,218 patients,AZ_AMI-1
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,214 patients,AZ_AMI-2
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),39 patients,AZ_AMI-3
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,74 patients,AZ_AMI-4
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,197 patients,AZ_AMI-5
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,AZ_AMI-7A
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,51 patients,AZ_AMI-8A
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,233 patients,AZ_HF-1
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,268 patients,AZ_HF-2
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),99 patients,AZ_HF-3
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,53 patients,AZ_HF-4
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,99 patients,AZ_PN-2
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,103 patients,AZ_PN-3B
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,50 patients,AZ_PN-4
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,134 patients,AZ_PN-5C
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),100 patients,AZ_PN-6
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,84 patients,AZ_PN-7
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,92 patients,AZ_SCIP-CARD-2
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,401 patients,AZ_SCIP-INF-1
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,406 patients,AZ_SCIP-INF-2
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),374 patients,AZ_SCIP-INF-3
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,125 patients,AZ_SCIP-INF-4
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream - not a razor),589 patients,AZ_SCIP-INF-6
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,220 patients,AZ_SCIP-VTE-1
30065,BANNER DESERT MEDICAL CENTER,MESA,AZ,85202,MARICOPA,4805123000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,219 patients,AZ_SCIP-VTE-2
30067,LA PAZ REGIONAL HOSPITAL,PARKER,AZ,85344,LA PAZ,9286697300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,10 patients,AZ_AMI-1
30067,LA PAZ REGIONAL HOSPITAL,PARKER,AZ,85344,LA PAZ,9286697300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,7 patients,AZ_AMI-2
30067,LA PAZ REGIONAL HOSPITAL,PARKER,AZ,85344,LA PAZ,9286697300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),1 patients,AZ_AMI-3
30067,LA PAZ REGIONAL HOSPITAL,PARKER,AZ,85344,LA PAZ,9286697300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,3 patients,AZ_AMI-4
30067,LA PAZ REGIONAL HOSPITAL,PARKER,AZ,85344,LA PAZ,9286697300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,8 patients,AZ_AMI-5
30067,LA PAZ REGIONAL HOSPITAL,PARKER,AZ,85344,LA PAZ,9286697300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,1 patients,AZ_AMI-7A
30067,LA PAZ REGIONAL HOSPITAL,PARKER,AZ,85344,LA PAZ,9286697300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,AZ_AMI-8A
