age(String),workclass(String),fnlwgt(String),education(String),education_num(String),marital_status(String),occupation(String),relationship(String),race(String),sex(String),capital_gain(String),capital_loss(String),hours_per_week(String),nativecountry(String),class(String)
59,private,194290,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,48,united-states,<=50k
52,private,145548,assoc-acdm,12,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,>50k
27,private,175262,bachelors,13,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,<=50k
45,local-gov,37306,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50k
58,private,137547,bachelors,13,married-civ-spouse,other-service,husband,asian-pac-islander,male,0,0,40,south,<=50k
53,private,276515,bachelors,13,never-married,exec-managerial,own-child,white,male,0,0,40,cuba,<=50k
23,private,174626,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,25,united-states,<=50k
35,private,215310,11th,7,divorced,handlers-cleaners,other-relative,white,male,0,0,40,united-states,<=50k
49,private,332355,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
49,private,204057,assoc-acdm,12,divorced,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
25,private,391591,12th,8,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
47,private,169092,masters,14,divorced,prof-specialty,unmarried,white,female,0,0,50,united-states,>50k
28,private,230743,assoc-acdm,12,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
20,private,190963,some-college,10,never-married,exec-managerial,not-in-family,white,female,0,0,30,united-states,<=50k
74,?,204840,5th-6th,3,married-civ-spouse,?,husband,white,male,0,0,56,mexico,<=50k
19,private,169853,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,0,0,24,united-states,<=50k
28,private,212091,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,2580,0,40,united-states,<=50k
31,private,202822,some-college,10,divorced,adm-clerical,unmarried,black,female,0,0,40,united-states,<=50k
61,?,226989,some-college,10,married-spouse-absent,?,not-in-family,white,male,0,0,40,united-states,<=50k
30,private,140011,assoc-voc,11,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,53,united-states,<=50k
20,?,432376,some-college,10,never-married,?,own-child,white,male,0,0,40,germany,<=50k
35,private,90273,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,?,>50k
23,private,224424,bachelors,13,never-married,other-service,own-child,white,male,0,0,40,united-states,<=50k
25,private,168943,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,30,united-states,>50k
19,private,571853,hs-grad,9,never-married,other-service,own-child,white,male,0,0,30,united-states,<=50k
30,private,156464,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,45,united-states,>50k
26,private,108542,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,35,united-states,<=50k
34,local-gov,194325,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50k
49,private,114797,bachelors,13,divorced,exec-managerial,unmarried,black,female,0,0,40,united-states,<=50k
35,private,40135,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,2042,40,united-states,<=50k
38,private,204756,hs-grad,9,never-married,sales,own-child,white,female,0,0,40,united-states,<=50k
36,private,228190,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,20,united-states,<=50k
33,private,163392,hs-grad,9,married-civ-spouse,prof-specialty,husband,amer-indian-eskimo,male,0,0,48,united-states,>50k
54,private,138845,some-college,10,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50k
19,local-gov,169853,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
18,never-worked,206359,10th,6,never-married,?,own-child,white,male,0,0,40,united-states,<=50k
60,private,224097,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
28,self-emp-not-inc,160786,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
43,self-emp-not-inc,190044,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
49,local-gov,145290,5th-6th,3,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
25,private,120268,bachelors,13,never-married,prof-specialty,own-child,white,male,0,0,70,united-states,<=50k
17,private,327434,10th,6,never-married,sales,own-child,white,male,0,0,20,united-states,<=50k
41,self-emp-inc,218302,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,>50k
30,private,1184622,some-college,10,married-civ-spouse,transport-moving,husband,black,male,0,0,35,united-states,<=50k
90,local-gov,227796,masters,14,married-civ-spouse,exec-managerial,husband,white,male,20051,0,60,united-states,>50k
25,private,206343,hs-grad,9,never-married,protective-serv,other-relative,white,male,0,0,40,united-states,<=50k
27,private,36851,assoc-voc,11,married-civ-spouse,sales,husband,white,male,0,0,35,united-states,<=50k
29,private,148550,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
55,private,157079,some-college,10,married-civ-spouse,protective-serv,husband,black,male,0,0,40,?,>50k
31,federal-gov,142470,bachelors,13,never-married,exec-managerial,not-in-family,black,female,0,0,40,united-states,<=50k
43,private,86750,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,99,united-states,<=50k
63,private,361631,masters,14,separated,prof-specialty,not-in-family,white,female,0,0,40,united-states,>50k
46,private,163229,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
59,private,179594,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
42,private,254773,bachelors,13,married-civ-spouse,exec-managerial,wife,black,female,0,0,50,united-states,>50k
26,private,58065,bachelors,13,never-married,adm-clerical,not-in-family,white,female,0,0,20,united-states,<=50k
26,private,205428,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k
20,?,41183,some-college,10,never-married,?,own-child,white,female,0,0,30,united-states,<=50k
19,?,308064,hs-grad,9,never-married,?,not-in-family,black,female,0,0,40,united-states,<=50k
61,private,173924,9th,5,divorced,handlers-cleaners,not-in-family,white,male,0,0,40,puerto-rico,>50k
23,state-gov,142547,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
24,private,119704,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50k
35,private,275364,bachelors,13,divorced,tech-support,unmarried,white,male,7430,0,40,germany,>50k
42,self-emp-not-inc,207392,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,12,united-states,<=50k
31,private,147215,12th,8,divorced,other-service,unmarried,white,female,0,0,21,united-states,<=50k
31,private,101562,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,55,united-states,<=50k
63,private,216413,bachelors,13,widowed,adm-clerical,not-in-family,white,female,0,0,25,united-states,<=50k
29,state-gov,188986,assoc-voc,11,never-married,tech-support,not-in-family,white,female,0,1590,64,united-states,<=50k
43,state-gov,52849,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
22,private,304710,bachelors,13,never-married,adm-clerical,not-in-family,asian-pac-islander,female,0,0,10,vietnam,<=50k
17,private,265657,11th,7,never-married,other-service,own-child,white,male,0,0,25,united-states,<=50k
23,self-emp-not-inc,258298,bachelors,13,never-married,adm-clerical,own-child,white,male,0,2231,40,united-states,>50k
35,private,360814,9th,5,divorced,craft-repair,not-in-family,white,male,0,0,45,united-states,<=50k
32,private,53260,hs-grad,9,divorced,other-service,unmarried,other,female,0,0,28,united-states,<=50k
50,self-emp-inc,127315,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,60,united-states,>50k
25,private,233777,hs-grad,9,never-married,transport-moving,other-relative,white,male,0,0,40,?,<=50k
26,local-gov,197530,masters,14,married-spouse-absent,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
32,private,340940,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
29,private,88432,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k
57,private,183810,some-college,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
90,private,51744,masters,14,never-married,exec-managerial,not-in-family,black,male,0,0,50,united-states,>50k
35,private,175614,assoc-voc,11,divorced,prof-specialty,unmarried,white,female,0,0,40,united-states,>50k
31,self-emp-not-inc,235237,some-college,10,married-civ-spouse,sales,husband,black,male,0,0,60,united-states,>50k
60,private,227266,hs-grad,9,divorced,sales,not-in-family,white,female,0,0,33,united-states,<=50k
21,private,146499,assoc-voc,11,married-civ-spouse,adm-clerical,other-relative,white,female,0,1579,40,united-states,<=50k
71,local-gov,337064,masters,14,widowed,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
22,private,141003,assoc-voc,11,never-married,other-service,own-child,white,male,0,0,30,united-states,<=50k
50,local-gov,117791,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
37,private,172846,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,>50k
23,private,73514,hs-grad,9,never-married,adm-clerical,own-child,asian-pac-islander,female,0,0,40,vietnam,<=50k
74,private,211075,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,30,united-states,<=50k
67,private,197816,some-college,10,married-civ-spouse,sales,husband,white,male,0,1844,70,united-states,<=50k
59,private,43221,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,43,united-states,>50k
28,private,183780,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,1740,40,united-states,<=50k
45,private,26781,hs-grad,9,married-civ-spouse,farming-fishing,husband,amer-indian-eskimo,male,0,0,40,united-states,<=50k
63,self-emp-not-inc,271550,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,20,united-states,<=50k
39,private,250157,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,63,united-states,<=50k
33,state-gov,913447,some-college,10,divorced,other-service,unmarried,black,female,0,0,40,united-states,<=50k
32,private,153078,bachelors,13,never-married,other-service,not-in-family,asian-pac-islander,male,0,0,40,south,<=50k
34,private,181091,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1977,45,united-states,>50k
39,private,231491,hs-grad,9,never-married,handlers-cleaners,other-relative,white,male,0,0,40,united-states,<=50k
29,state-gov,95423,masters,14,married-civ-spouse,adm-clerical,husband,white,male,0,0,36,united-states,<=50k
22,private,234663,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
53,private,283602,bachelors,13,divorced,sales,not-in-family,white,female,13550,0,43,united-states,>50k
46,private,328669,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,42,united-states,<=50k
51,private,143741,some-college,10,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,>50k
44,private,83508,prof-school,15,divorced,prof-specialty,not-in-family,white,female,2354,0,99,united-states,<=50k
56,state-gov,81954,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
27,private,261375,bachelors,13,never-married,adm-clerical,own-child,black,female,0,0,40,united-states,<=50k
52,private,310045,9th,5,married-spouse-absent,machine-op-inspct,not-in-family,asian-pac-islander,female,0,0,30,china,<=50k
39,private,316211,bachelors,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,>50k
45,federal-gov,88564,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,7688,0,40,united-states,>50k
37,private,61299,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,<=50k
33,private,113364,hs-grad,9,divorced,adm-clerical,own-child,white,male,0,0,40,united-states,<=50k
35,?,476573,hs-grad,9,never-married,?,not-in-family,white,female,0,0,4,united-states,<=50k
46,private,267107,5th-6th,3,married-civ-spouse,craft-repair,wife,white,female,0,0,45,italy,<=50k
35,private,48123,12th,8,married-civ-spouse,craft-repair,wife,white,female,0,0,50,united-states,<=50k
33,private,214635,hs-grad,9,married-civ-spouse,exec-managerial,husband,black,male,0,0,50,united-states,<=50k
48,private,115585,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
32,private,194141,hs-grad,9,divorced,machine-op-inspct,own-child,white,male,0,0,50,united-states,<=50k
18,?,23233,10th,6,never-married,?,own-child,white,male,0,0,40,united-states,<=50k
20,private,89991,some-college,10,never-married,other-service,own-child,white,female,0,0,32,united-states,<=50k
35,private,101709,hs-grad,9,never-married,transport-moving,own-child,asian-pac-islander,male,0,0,60,united-states,<=50k
19,private,237455,hs-grad,9,never-married,handlers-cleaners,own-child,white,female,0,0,25,united-states,<=50k
21,private,206492,hs-grad,9,never-married,sales,own-child,white,female,0,0,40,?,<=50k
56,private,28729,11th,7,separated,machine-op-inspct,not-in-family,white,female,0,0,40,united-states,<=50k
28,private,153475,bachelors,13,never-married,adm-clerical,own-child,white,female,0,0,16,el-salvador,<=50k
45,private,275517,hs-grad,9,divorced,craft-repair,unmarried,white,female,0,0,40,united-states,<=50k
32,private,128002,assoc-voc,11,married-civ-spouse,adm-clerical,wife,white,female,0,0,45,united-states,<=50k
44,private,175485,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,12,united-states,<=50k
55,private,189664,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
34,private,209808,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
33,private,176992,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
36,private,154669,bachelors,13,never-married,exec-managerial,own-child,white,male,0,0,55,united-states,<=50k
25,private,191271,hs-grad,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,<=50k
28,private,375482,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
39,private,102953,bachelors,13,married-civ-spouse,sales,husband,white,male,7298,0,55,united-states,>50k
53,private,169182,10th,6,married-spouse-absent,machine-op-inspct,not-in-family,white,female,0,0,40,columbia,<=50k
47,private,184005,hs-grad,9,divorced,exec-managerial,not-in-family,amer-indian-eskimo,female,3325,0,45,united-states,<=50k
49,self-emp-inc,30751,assoc-voc,11,divorced,exec-managerial,not-in-family,white,male,0,0,60,united-states,<=50k
22,private,145477,hs-grad,9,never-married,handlers-cleaners,own-child,amer-indian-eskimo,male,0,0,40,united-states,<=50k
31,private,91964,some-college,10,never-married,adm-clerical,other-relative,white,male,0,0,40,united-states,<=50k
44,self-emp-inc,49249,some-college,10,divorced,other-service,unmarried,white,male,0,0,80,united-states,<=50k
19,private,218956,hs-grad,9,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,<=50k
37,self-emp-not-inc,241306,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
